UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean
6285,L54210,L,300.7,310.8,1772,27.3,69,0,No Failure,1798,3203.50789,0.633045786,-0.348140796,1,-1.3460596,1.449684558,-0.228546967,0.616218428,-0.038729482,0.017907989
6286,L54211,L,300.7,310.8,1479,49.1,71,0,No Failure,3834,1146.091801,-1.053710958,-0.306128513,0,1.018875602,-1.191596557,-0.33829685,0.452283947,0.201294816,-0.052295557
6287,L54212,L,300.7,310.9,1723,31,73,0,No Failure,1368,3635.303073,1.581750676,-1.138116918,0,-1.527230312,1.861761145,-0.724962924,0.540498684,0.197209725,0.181408353
6288,L54213,M,300.7,310.8,1469,46.4,75,0,No Failure,3835,1128.069863,1.383854264,-0.017481435,1,0.625820128,-0.139816484,-0.646876411,0.544384793,0.714305362,0.267777189
6289,L54214,H,300.6,310.6,1830,26.2,78,0,No Failure,4812,104.7566206,0.536152371,1.616220253,0,0.368490679,-0.59886052,-0.402124328,0.190318973,0.638652078,0.419730917
6290,L54215,L,300.6,310.6,1497,38.2,83,0,No Failure,3297,1635.993384,-0.186626619,0.85198069,0,-0.874146502,-0.510610859,-0.122942658,0.170004793,0.585851816,0.527345563
6291,L54216,L,300.7,310.6,1540,52.7,85,0,No Failure,4666,316.4969639,-0.61263727,-0.326553966,1,0.03966952,-0.300963911,-0.160500363,-0.04590723,0.369270749,0.64604498
6292,L54217,L,300.6,310.6,1514,39.5,87,0,No Failure,4690,297.5601648,1.601181217,1.447361266,1,0.116185907,1.563898511,0.081403281,-0.175402688,0.605915703,0.158315081
6293,L54218,L,300.7,310.6,1654,34.2,89,0,No Failure,1914,3078.547526,-0.386474835,-0.395747852,0,1.215167894,-1.404161759,0.013539329,-0.611356114,0.015221569,0.319506118
6294,L54219,H,300.6,310.5,1519,37,91,0,No Failure,2281,2661.83394,0.43458147,1.352218944,1,0.490237484,0.580005342,-0.462116853,-0.6902936,0.239093002,0.078874226
6295,L54220,L,300.7,310.6,1720,30.3,96,0,No Failure,2487,2442.123219,-1.26618673,-0.230924649,1,-1.994171734,-1.201494711,-1.086639613,-0.765816483,0.130035849,-0.190393323
6296,L54221,L,300.6,310.5,1470,37.7,98,0,No Failure,1509,3472.242439,-1.26011456,0.856670805,1,1.027875556,0.004273653,-0.878184489,-0.363946582,0.046878777,-0.18762213
6297,L54222,L,300.6,310.5,1642,29.9,100,0,No Failure,1412,3519.857137,-0.578585913,-1.506109401,0,-0.979186353,0.4814384,-0.962890633,-0.058704208,-0.183813184,-0.020426842
6298,L54223,M,300.7,310.6,2006,19.1,102,0,No Failure,3703,1299.98042,-0.781162267,0.723609313,1,-0.226830241,-0.143122549,-0.605676526,0.185041518,0.008621313,-0.29385118
6299,L54224,M,300.7,310.6,1505,35.6,105,0,No Failure,134,4813.312246,0.056967053,0.806933179,1,-0.036171091,0.592066283,-0.373785588,0.623810739,-0.420280286,-0.412088731
6300,L54225,M,300.7,310.6,1609,27.6,108,0,No Failure,715,4251.9744,0.743162776,-0.646710011,1,0.951329594,0.484735377,-0.242351024,0.574079816,-0.754949729,0.001742698
6301,L54226,M,300.7,310.5,1863,22.2,111,0,No Failure,1003,3924.056495,0.266097311,-0.296788999,0,-0.008774901,-0.337030716,-0.472119255,0.233952376,-0.774197319,-0.317868183
6302,L54227,L,300.6,310.4,1401,42.6,114,0,No Failure,4057,889.7147215,0.640142719,-0.543936916,0,0.583492214,0.264222093,-0.371373825,-0.132372642,-0.586648575,0.033611413
6303,L54228,L,300.6,310.4,2007,19.8,116,0,No Failure,543,4422.252466,1.412683837,-1.420898681,1,-0.669986735,0.545732612,-0.680068505,0.038073659,-0.646596351,0.212353337
6304,L54229,L,300.6,310.4,1494,47.3,118,0,No Failure,3175,1821.839356,-0.191687564,-0.866414039,1,-0.391395871,-1.133396832,-0.688898017,-0.405198966,-0.341865047,0.211429606
6305,L54230,L,300.6,310.4,1457,47.7,120,0,No Failure,3313,1664.382519,-0.95747442,-0.742947958,0,-0.325923178,-0.540993035,-0.835479961,-0.080353331,0.015935637,0.070098783
6306,L54231,L,300.6,310.4,1556,37.7,122,0,No Failure,3941,974.0276537,-1.565527783,0.640954722,1,1.15995772,-0.42956489,-0.729965296,0.132891083,-0.073009091,0.226671165
6307,L54232,H,300.6,310.4,1510,42.8,124,0,No Failure,4773,203.7302745,1.492374227,-0.843675798,1,-0.864333006,2.160186967,-0.674806905,0.791085882,0.115432281,-0.214410325
6308,L54233,H,300.7,310.5,1567,38.7,129,0,No Failure,3506,1481.637772,-0.80367929,0.102757839,1,0.39036945,-1.622023905,-0.739882446,0.451955014,0.530364656,-0.028278555
6309,L54234,H,300.7,310.5,1476,43.1,134,0,No Failure,2406,2541.7009,1.432540611,0.922589379,0,-0.878503608,1.579723609,-0.543548635,0.679797617,0.704413181,0.379086759
6310,L54235,L,300.8,310.6,1663,30.6,139,0,No Failure,1401,3566.281426,0.108747651,-1.187671597,1,0.565518136,-0.935186962,0.038735212,0.665376178,0.802172525,0.047929242
6311,L54236,M,300.8,310.5,1409,50.6,141,0,No Failure,2769,2204.673621,1.725446214,1.583161582,0,0.981892398,1.142073291,0.467268119,0.534297913,1.378205206,-0.175151763
6312,L54237,L,300.8,310.6,1666,36.2,144,0,No Failure,1798,3203.50789,-0.203280115,1.230986075,1,-1.2894934,-1.362531857,0.126275592,0.017647258,0.848426195,0.137993002
6313,L54238,L,300.7,310.6,1520,45.9,146,0,No Failure,722,4192.502592,0.335533724,0.973000468,0,1.314741647,0.38061995,0.364051549,-0.120367553,0.392282389,-0.144668644
6314,L54239,L,300.6,310.5,1644,33.8,148,0,No Failure,1781,3132.368121,1.360433418,1.411386095,0,0.486258125,0.724007039,0.525156,-0.007690992,0.292616156,-0.126655892
6315,L54240,H,300.6,310.4,1479,35.6,150,0,No Failure,2768,2146.175304,-0.546643674,1.692491808,1,0.021837923,-1.347238122,0.435007971,-0.323759192,-0.241498498,-0.067075251
6316,L54241,L,300.6,310.4,1446,49.7,155,0,No Failure,4813,172.1384283,-0.857807063,-1.065733469,1,-1.7392341,-0.219832014,0.432947573,-0.509629249,-0.756913798,0.270086516
6317,L54242,M,300.6,310.4,1407,51.1,157,0,No Failure,1621,3305.951478,-0.893354172,-1.049732958,1,0.757095558,-0.025127579,0.591488323,-0.425468787,-0.743688711,-0.105871948
6318,L54243,L,300.7,310.4,1234,51.7,160,0,No Failure,4900,25.12968155,0.898916533,0.474669305,1,1.043622775,1.266103246,0.613373442,0.052120647,-0.60131531,0.312116271
6319,L54244,M,300.8,310.5,1696,29.7,162,0,No Failure,368,4633.927093,-0.219907584,-1.259187174,0,-0.402198252,-0.790390207,0.613753666,-0.114108299,-0.393102248,0.346294313
6320,L54245,L,300.8,310.6,1384,52.9,165,0,No Failure,3064,1910.741542,-1.475993961,-0.884584695,1,0.333325466,-0.887356797,0.40587793,-0.314003004,-0.049420921,0.736570605
6321,L54246,M,300.8,310.7,1572,36.2,167,0,No Failure,4850,151.6692391,-0.43700475,-0.999608033,0,-1.171330795,0.733960339,0.270326556,0.067538811,0.265140464,0.608172015
6322,L54247,M,300.8,310.7,1386,42.1,170,0,No Failure,3346,1643.267543,1.494593,-0.33786595,1,0.273866234,1.364528469,0.296368843,0.409358356,0.518048608,0.565680395
6323,L54248,L,300.8,310.7,1461,42.8,173,0,No Failure,671,4238.774208,0.067771802,1.515734615,0,0.967579099,-1.007969509,0.440745514,0.384939166,0.699659231,0.579998223
6324,L54249,L,300.8,310.7,1525,39.4,175,0,No Failure,1456,3531.824569,-1.21938111,0.459219457,0,-1.138614208,-0.909303223,0.246011381,0.062677955,0.474374251,0.059014012
6325,L54250,L,300.7,310.7,1333,61,177,0,No Failure,2813,2143.002909,0.431715115,0.68822223,1,0.589072358,1.166372935,0.254708628,-0.016879999,0.23961178,-0.072617637
6326,L54251,H,300.7,310.6,1505,40.6,179,0,No Failure,3422,1526.204112,1.272092971,0.264932688,1,-0.599917852,0.593654723,0.171019006,-0.248812335,0.381824912,-0.336804665
6327,L54252,M,300.7,310.6,1439,41.7,184,0,No Failure,171,4831.871804,1.372497051,0.570187164,0,0.692309615,0.070912828,0.290916064,-0.738970664,0.515969819,-0.314635125
6328,L54253,L,300.7,310.6,1491,43.2,187,0,No Failure,3579,1401.820439,-1.543534251,0.389309717,1,-0.231553963,-2.059996673,0.409081656,-0.992766382,0.160373348,-0.371906438
6329,L54254,M,300.7,310.6,1488,39.2,189,0,No Failure,1641,3285.505601,-1.617170883,-0.714592897,0,-0.419258496,-0.052035275,0.45304971,-0.955840985,0.323186472,-0.343732647
6330,L54255,L,300.7,310.5,1536,47.4,192,0,No Failure,825,4173.854573,-0.727946566,1.399287891,0,0.262382234,0.628161476,0.64105648,-0.314125587,0.193033408,-0.262906196
6331,L54256,L,300.7,310.5,1960,21,194,0,No Failure,3484,1523.511427,-1.17869867,0.935657219,0,0.119987023,-0.318442089,0.93182491,-0.390437361,-0.321841064,-0.122960969
6332,L54257,M,300.7,310.5,1594,31,196,0,No Failure,957,3996.687754,0.10351846,-1.207795187,0,0.686186962,0.905784568,0.565354898,0.081773483,-0.535823773,0.053471627
6333,L54258,L,300.7,310.5,1357,52.6,199,0,No Failure,3961,1001.553354,-1.358907268,1.203375333,1,-0.493924612,-1.033121724,0.08769256,0.136163675,-0.082939136,0.09365392
6334,L54259,L,300.7,310.5,1445,41.1,201,0,No Failure,1115,3888.111182,1.591406107,-1.365358216,1,0.090078231,2.084182805,-0.160137601,0.590152419,-0.376782645,0.154620157
6335,L54260,L,300.7,310.4,1543,47.3,203,0,No Failure,1311,3651.9261,-1.109505435,-1.17508447,1,0.625758755,-1.908028975,0.00034829,0.048243354,-0.121772681,0.165704928
6336,L54261,L,300.7,310.4,1366,52.6,205,0,No Failure,1550,3378.457835,1.182355554,-0.134256323,1,-2.204080332,1.61903031,-0.511804463,0.256895838,0.424477137,0.413726666
6337,L54262,L,300.7,310.3,1458,40,207,0,No Failure,4255,721.3912609,0.375469415,1.056627995,0,0.292998683,-0.570026924,-0.168168967,0.211089864,0.762430537,0.240527128
6338,L54263,L,300.7,310.4,1416,61.8,209,1,Power Failure,2566,2440.796223,0.911036455,-0.265842212,1,0.31878722,0.378326303,-0.216424278,-0.113504408,0.704176498,0.196188047
6339,L54264,L,300.6,310.3,1794,24.4,211,0,No Failure,1730,3253.126684,-1.118139221,-0.090308397,1,1.533928657,-1.433492591,-0.249207103,-0.382725177,0.53099225,0.255306822
6340,L54265,L,300.6,310.3,1484,41,213,0,No Failure,3301,1608.979088,-0.066243014,1.556164622,1,-1.7527654,0.743078267,-0.71202583,-0.077607282,0.64094299,-0.164528858
6341,L54266,L,300.6,310.4,2514,13.4,215,0,No Failure,1291,3636.853747,0.953325685,1.555510678,0,0.822080954,0.720241048,-0.380494554,-0.381959755,0.255328915,-0.673042702
6342,L54267,L,300.6,310.3,1648,30.5,217,1,Tool Wear Failure,2588,2400.513086,-1.247501943,0.765357801,0,-1.092770275,-1.554753194,-0.695690925,-0.548464228,0.180764307,-0.296622373
6343,L54268,M,300.6,310.3,1614,32.7,0,0,No Failure,4678,312.4467611,-0.435067393,-1.131763457,0,0.373499631,0.57391465,-0.254103979,-0.086164613,-0.007934913,-0.461046467
6344,L54269,L,300.6,310.2,1622,34.1,3,0,No Failure,1585,3415.928917,0.407450254,0.459445307,1,0.013274457,0.595166343,-0.23139059,-0.169042947,0.344999793,-0.370982708
6345,L54270,M,300.6,310.2,1478,40.1,5,0,No Failure,671,4238.774208,-1.588005377,-0.371905754,0,1.056143494,-1.409671638,0.084562376,-0.397436636,0.023453039,-0.296160507
6346,L54271,L,300.6,310.2,1318,51,8,0,No Failure,3184,1720.497423,0.120803316,1.182687637,0,-1.46481907,1.207142926,-0.151631822,-0.377533078,-0.163046691,0.297336577
6347,L54272,L,300.7,310.2,1493,35.9,10,0,No Failure,3829,1099.36555,1.063996133,-0.178138299,0,1.58329869,0.666286605,0.067752586,-0.311186904,-0.106223932,0.145382849
6348,L54273,H,300.7,310.3,1369,50.7,12,0,No Failure,2151,2816.637055,-0.849459061,0.632910073,0,-1.10768329,-1.351743824,-0.368259715,-0.476034989,-0.081259097,0.369387585
6349,L54274,L,300.6,310.2,1447,45.9,17,0,No Failure,2223,2777.217298,-0.734518189,-1.14828846,1,1.050201823,0.081182098,-0.504146551,-0.449935364,0.068078374,0.223438107
6350,L54275,L,300.6,310.1,1485,49.9,19,0,No Failure,111,4852.911684,-1.488487589,-1.304404406,0,-0.896309551,-0.532644794,-0.636527006,-0.176566289,0.590173166,0.140302329
6351,L54276,L,300.6,310.2,1489,47.8,21,0,No Failure,2263,2682.438673,0.452534184,1.46680143,1,0.146156942,1.371185909,-0.449654519,-0.083368724,1.084119783,0.119056519
6352,L54277,M,300.6,310.2,1233,52.3,23,0,No Failure,2177,2787.267837,0.239755707,-0.053314124,1,-0.73425609,-0.150329666,-0.680574489,-0.233170885,1.117834112,0.154158292
6353,L54278,L,300.7,310.2,1642,32.6,26,0,No Failure,2255,2711.542484,-0.718960934,1.379597428,0,-0.046406668,-0.677285002,-0.67117834,-0.119175407,1.36949866,0.064094532
6354,L54279,M,300.7,310.2,1373,44.1,28,0,No Failure,229,4755.396587,0.632327185,1.462185504,0,1.06260077,0.954578594,-0.722574611,-0.165113548,1.297969042,0.247916975
6355,L54280,L,300.7,310.2,1569,32.8,31,0,No Failure,4937,9.043425852,-1.022499763,1.165328678,1,0.232603935,-1.169040295,-0.98469382,-0.125172573,0.666901631,0.41742159
6356,L54281,L,300.8,310.2,1850,22.8,33,0,No Failure,4775,174.2964021,-0.296476621,1.635373072,1,-1.331203095,0.51287078,-1.271032752,0.125410986,0.744343909,0.175865967
6357,L54282,M,300.8,310.3,1494,42.2,35,0,No Failure,2177,2787.267837,0.809733096,1.205008617,1,0.115528111,0.781447123,-0.857528203,0.331146553,0.718533878,0.501019234
6358,L54283,H,300.8,310.3,1777,30.1,38,0,No Failure,1873,3081.689593,-0.948651638,1.021949341,1,-0.261375344,-1.242196933,-0.908799048,0.489750958,0.596738492,0.129217558
6359,L54284,L,300.9,310.4,1454,43.1,43,0,No Failure,370,4577.207426,0.832032062,-1.693151553,1,0.317461306,1.257917803,-0.456338356,0.627412027,0.248422453,-0.300779161
6360,L54285,L,300.9,310.4,1536,34.2,45,0,No Failure,487,4503.684262,0.230418032,1.552540067,1,0.146960332,-0.425015932,-0.288455944,0.623068863,0.773620272,-0.55896194
6361,L54286,L,300.8,310.5,1482,39,47,0,No Failure,324,4673.951453,0.732201214,1.506322917,0,1.143520358,0.354460271,-0.343461489,0.844810772,0.39599633,-0.560347536
6362,L54287,H,300.9,310.5,1512,41.2,49,0,No Failure,4178,782.6879489,1.602755123,0.59603169,1,-1.527968753,0.614972083,-0.142000972,0.583206743,0.195928829,-0.851784625
6363,L54288,M,300.8,310.5,1511,35.8,54,0,No Failure,2754,2214.145157,-0.260346294,-0.719630858,1,1.519874721,-1.316172254,0.161305651,0.417829931,-0.037528056,-0.312325797
6364,L54289,L,300.9,310.5,1599,40.5,57,0,No Failure,4150,809.7511905,0.810316241,0.932837546,1,-0.68883876,0.75633542,-0.110339307,0.379335076,0.344232991,0.325510368
6365,L54290,M,300.8,310.4,1518,36,59,0,No Failure,1343,3603.096068,1.339127579,-0.335579647,1,-0.641195978,0.373553853,-0.35207259,0.355026915,-0.047484475,0.594777917
6366,L54291,M,300.8,310.4,1450,39.4,62,0,No Failure,2002,2945.916202,-0.575818934,0.505985413,0,2.050412533,-1.35279734,-0.233688562,0.098440088,-0.166943891,0.540277796
6367,L54292,L,300.9,310.4,1427,47,65,0,No Failure,1808,3167.248514,0.775871062,-0.571252733,1,-1.167829726,0.954862493,-0.489203413,-0.082238076,-0.494099544,0.404951223
6368,L54293,L,300.9,310.4,1561,32.7,67,0,No Failure,2845,2057.764493,-0.452820565,1.189174376,1,-0.513217252,-0.868004242,-0.667777154,-0.326593321,-0.706018925,0.194340585
6369,L54294,H,300.9,310.4,1457,43.8,69,0,No Failure,4966,-43.05949938,0.688775432,-1.025749785,1,-0.583067788,0.806445159,-0.477762734,-0.507078053,-1.064365215,-0.329414818
6370,L54295,M,301,310.6,1460,53.6,74,0,No Failure,2040,2890.803675,0.056193447,-0.932876726,0,0.632218404,-0.446892718,-0.323867188,-0.988311518,-0.82986661,-0.622237504
6371,L54296,L,301,310.5,1601,33.2,77,0,No Failure,1861,3070.048253,-1.479209757,-1.12979285,1,0.72826501,-1.084675422,-0.510296293,-1.293186373,-0.64802645,-0.798208235
6372,L54297,L,300.9,310.5,1570,40.1,79,0,No Failure,4157,808.954551,-0.445905164,-1.630849639,0,-0.895757507,0.729944537,-0.647969372,-0.860249111,-0.540010791,-1.00512395
6373,L54298,L,300.9,310.5,1565,35.9,81,0,No Failure,2879,2047.10337,-1.355244222,-0.602557075,1,0.790150991,-0.642403048,-0.57139402,-1.061202772,-0.279054534,-1.348751833
6374,L54299,L,301,310.5,1378,44.4,83,0,No Failure,1884,3034.584322,-1.717391895,0.146743238,1,-0.710788096,-0.255848995,-0.794770882,-0.477654518,-0.069349039,-1.317344984
6375,L54300,L,300.9,310.5,2288,16.1,85,0,No Failure,3689,1259.103202,-1.468180826,-0.023675923,0,-0.57120696,0.176034996,-0.621587182,-0.150034144,0.130368349,-0.748788633
6376,L54301,M,300.9,310.4,1375,44.7,87,0,No Failure,4606,349.23601,0.685476554,-0.589714554,0,0.900671676,1.52139872,-0.383138673,0.047049719,0.437031399,-0.592678116
6377,L54302,L,300.9,310.4,1788,27.8,90,0,No Failure,4162,795.7976541,-1.450673472,-0.326068355,0,-0.138151512,-1.509062802,-0.012321986,0.167489711,0.437215354,0.012827469
6378,L54303,M,300.9,310.4,1576,40.4,92,0,No Failure,1614,3318.544158,1.562497048,0.445970401,1,-0.270512998,2.128587166,0.170474536,0.511257537,0.282186017,0.354607891
6379,L54304,M,300.8,310.3,1868,24.5,95,0,No Failure,1798,3203.50789,-0.079290022,1.145330178,1,0.691493628,-1.159828495,0.248028505,0.322408677,-0.005092123,0.33243835
6380,L54305,L,300.7,310.1,1261,56.6,98,0,No Failure,475,4471.592873,-0.482761511,1.509639324,0,-0.340423425,-0.285041502,0.030672918,0.603291462,-0.072475003,-0.183003476
6381,L54306,M,300.6,310,1542,33.9,100,0,No Failure,4635,336.1575106,1.287676512,-0.58879478,1,1.368740098,1.250679919,0.220993966,0.699201783,-0.648606199,-0.114647391
6382,L54307,L,300.6,310,1438,53.8,103,0,No Failure,2745,2217.557931,0.26816566,-1.10121504,0,-0.803011476,-0.720232039,0.200396022,0.100864424,-0.243100263,-0.369135246
6383,L54308,L,300.6,310,1511,36.9,105,0,No Failure,127,4801.945879,0.618252748,-0.990420295,0,-0.642662226,0.247297145,0.204460786,-0.159717534,0.083695433,-0.479521085
6384,L54309,L,300.6,310,1635,31,107,0,No Failure,4358,630.2438012,1.325123902,0.808415777,0,-0.351338972,0.499341183,0.530000503,0.04856558,0.558467564,-0.527093225
6385,L54310,L,300.6,309.9,1428,48.8,109,0,No Failure,3579,1401.820439,-0.003209906,-1.371016655,0,1.101165953,-0.938394767,0.854610295,-0.002978124,0.721539353,-0.233808673
6386,L54311,M,300.5,309.8,1410,44.4,111,0,No Failure,4186,724.2788079,-1.704010285,1.438734896,1,0.622907368,-1.201517444,1.049460767,-0.126374198,1.004600788,-0.576974692
6387,L54312,L,300.5,309.9,1423,47.9,114,0,No Failure,3062,1870.404382,-1.034744131,0.532763445,0,-0.715801432,0.47277577,0.695126576,-0.09619551,0.851910242,-0.373292035
6388,L54313,M,300.5,309.9,1552,41.3,116,0,No Failure,2697,2227.567571,1.659668317,1.383440355,0,0.494108535,1.903405945,0.795718048,-0.104848735,0.840901792,-0.43148708
6389,L54314,M,300.5,310,1406,50.2,119,0,No Failure,688,4260.77647,1.067405386,1.623774725,0,-0.35462729,-0.418410008,0.57451382,-0.121086192,0.273038768,-0.480444816
6390,L54315,L,300.5,309.9,1443,48.3,122,0,No Failure,4915,42.40098415,-0.620190279,0.044290519,0,0.64232274,-1.192189199,0.136025994,-0.641315246,-0.069245664,-0.268910446
6391,L54316,M,300.5,309.9,1343,63.7,124,0,No Failure,1309,3644.484449,-1.553116845,0.675282168,0,-1.319069949,-0.659066041,-0.509142156,-0.690315763,-0.283715185,0.222052511
6392,L54317,M,300.6,310,1486,41.2,127,0,No Failure,4491,439.3009096,-1.078010254,0.477721195,0,0.892865702,0.335615047,-0.496766458,-0.309511174,-0.278621172,-0.114185526
6393,L54318,L,300.6,310.1,1297,50,130,0,No Failure,1564,3397.672054,1.578481032,-1.455874766,1,-0.643796419,1.876617185,-0.574656769,0.161125757,-0.522036243,0.047005511
6394,L54319,L,300.6,310.1,1495,42.3,132,0,No Failure,1457,3531.339288,-1.533739885,-0.087647436,0,-1.12296597,-2.198591491,-0.330047427,-0.490415208,-0.410328014,0.652972962
6395,L54320,L,300.5,309.9,1382,46.5,134,0,No Failure,3831,1102.001265,-0.865192862,-1.028057085,1,-0.088521598,0.472267752,-0.341700356,-0.144039739,-0.556578103,0.718557854
6396,L54321,M,300.4,309.8,1356,44.4,136,0,No Failure,2960,1955.180414,0.350906098,0.700752233,1,1.006077353,0.85907651,0.29978062,0.07617634,-0.078558472,0.331976484
6397,L54322,H,300.3,309.7,1452,41.5,139,0,No Failure,1467,3495.791949,1.275174404,-0.73935416,1,0.573675173,0.652917706,0.617306122,-0.226845557,-0.241517429,0.590621128
6398,L54323,H,300.3,309.7,1582,30.8,144,0,No Failure,4576,389.3621278,-1.679223796,-0.897333624,1,0.496597793,-2.087100316,0.764894404,-0.443952011,0.214041314,0.206349086
6399,L54324,M,300.4,309.8,1517,40.3,149,0,No Failure,2652,2327.164022,0.198137459,-0.818897879,1,-2.029137518,1.326214019,0.61249807,-0.066173611,0.551931347,-0.153444088
6400,L54325,L,300.5,310,1413,44.5,152,0,No Failure,2497,2498.99688,0.235887537,1.362041069,1,2.221031661,0.026651973,0.912337152,-0.216191984,0.859958111,-0.664729124
6401,L54326,L,300.4,309.9,1496,31.8,154,0,No Failure,3526,1462.903402,-1.164203387,-0.114042551,1,-0.139464802,-0.989086362,0.817107795,-0.043942674,0.775251598,-0.558038209
6402,L54327,L,300.3,309.8,1466,41.2,156,0,No Failure,1919,3003.967275,0.189642134,1.538439555,1,-0.027241513,0.956385228,0.34832822,0.508468692,1.02961642,-0.737703863
6403,L54328,M,300.3,309.8,1617,40.8,158,0,No Failure,3422,1526.204112,0.209668202,0.79211654,0,-0.564180772,0.014131147,-0.053261935,0.379467727,0.410901502,-0.288308795
6404,L54329,L,300.2,309.8,1506,41.8,161,0,No Failure,2353,2614.725518,-0.551954408,0.721235943,0,-0.429983391,-0.538051274,-0.377930103,0.493419631,0.299204216,-0.132660143
6405,L54330,L,300.2,309.8,1401,49.3,163,0,No Failure,961,3990.323423,1.097134092,0.938508503,1,0.824026247,1.164954611,-0.010882143,0.567318835,-0.100565384,0.343984986
6406,L54331,H,300.2,309.9,1906,22.9,165,0,No Failure,384,4597.352579,1.59785344,1.157781561,1,-1.460379422,0.353708744,-0.433533284,0.05782592,-0.073918945,0.637269537
6407,L54332,L,300.2,309.9,1566,36.4,170,0,No Failure,2745,2217.557931,-0.455362691,-1.555135037,0,0.210347662,-1.450475562,-0.09187083,-0.002466408,-0.546558017,0.977664363
6408,L54333,L,300.2,310,1493,47.3,172,0,No Failure,4915,42.40098415,0.779427726,0.23363011,1,-0.292176175,0.872280773,0.025416714,0.412317493,-0.405872681,0.676989964
6409,L54334,L,300.3,310.1,1483,39.9,174,0,No Failure,2329,2633.846582,-0.182458393,-1.277612054,0,2.016000849,-0.679524025,-0.07088193,0.320729323,-0.137489805,0.366154527
6410,L54335,M,300.2,309.9,1569,31.2,176,0,No Failure,4624,379.0542419,-1.450330482,1.071740698,1,-1.968436549,-0.895682613,-0.704167329,0.576181764,-0.071534287,0.078874226
6411,L54336,M,300.2,310,1664,30.7,179,0,No Failure,1198,3748.766079,1.296391799,-1.2054138,0,1.242317433,1.940359338,-0.194863845,0.57305614,-0.431922469,-0.133583874
6412,L54337,L,300.2,310,1486,40.1,182,0,No Failure,1001,3925.925573,1.618556815,-0.851708359,0,-0.583066671,0.227572071,-0.164611707,0.577127588,0.138350873,-0.547877169
6413,L54338,L,300.2,310,1389,53.6,184,0,No Failure,4751,252.6675945,0.321486874,1.575544489,1,-1.047440411,-0.916308939,-0.106626169,0.161584424,0.456298799,-0.610690868
6414,L54339,L,300.1,310,1511,41.7,186,0,No Failure,1690,3251.730208,1.094803813,-0.947834461,0,0.117156678,0.546280678,0.015074888,-0.115239797,-0.166278317,-0.561733132
6415,L54340,M,300.2,310.1,1485,40.5,188,0,No Failure,3488,1459.35475,-1.4659586,-0.730200213,1,2.071883296,-1.809023005,-0.036672483,-0.02614449,0.062367075,-0.821763372
6416,L54341,L,300.2,310.2,1440,42.9,191,0,No Failure,1335,3657.186729,1.316749037,1.645952912,0,-0.451660767,1.965780581,-0.144977841,0.590186977,-0.009480323,-0.93122548
6417,L54342,L,300.2,310.2,1378,43.9,193,0,No Failure,4186,761.4958895,-0.459159002,0.73803127,0,-0.48499832,-1.254575974,-0.443579785,0.030905742,-0.172378148,-0.88272961
6418,L54343,M,300.1,310.1,1501,39.3,195,0,No Failure,2060,2929.594286,-1.062634232,-1.537341092,1,-0.822135336,-0.426330745,-0.672910056,0.452034903,-0.405763248,-0.631936678
6419,L54344,M,300.2,310.1,1474,44,198,0,No Failure,286,4706.42818,1.540280348,0.195392498,0,-0.496176024,1.838768832,-0.698576204,0.47327337,-0.236778581,-0.542796649
6420,L54345,L,300.2,310.1,1392,47.9,201,0,No Failure,1954,2960.248913,1.615698733,-1.089437201,0,1.871888038,0.053262108,-0.144236114,0.179010784,-0.100586039,-0.564042459
6421,L54346,M,300.3,310.2,1429,44.7,203,0,No Failure,4786,199.6124166,-1.479657136,0.831463787,1,-1.124570402,-2.186677465,-0.249252187,-0.41651477,0.312958247,-0.268448581
6422,L54347,L,300.3,310.3,1362,60.3,206,1,Overstrain Failure,4419,565.1552392,1.646486801,-0.428894231,0,-0.240046074,2.208395317,-0.021971604,-0.339250179,0.02589972,-0.067075251
6423,L54348,L,300.3,310.3,1704,29.5,0,0,No Failure,707,4287.806384,-0.956441895,-0.692417758,1,-0.101956616,-1.838810659,0.469473961,-0.887615267,0.430186157,0.089035266
6424,L54349,L,300.3,310.2,1492,52.3,2,0,No Failure,772,4193.216842,0.06896742,0.876355209,0,1.554789766,0.724367052,0.96650882,-0.855955615,0.865950126,0.404489358
6425,L54350,M,300.3,310.2,1442,39.5,4,0,No Failure,1364,3564.479437,-1.361929037,0.978284231,0,-0.459667808,-1.010848407,0.877852601,-1.160957095,0.469167701,0.416035994
6426,L54351,M,300.2,310.2,1438,51.5,7,0,No Failure,2212,2721.608208,-1.093334185,-0.603828849,0,0.050467091,0.18972834,1.113002892,-1.050839121,0.567851184,-0.041672652
6427,L54352,M,300.1,310.1,1402,46.6,10,0,No Failure,4007,998.1656945,-1.095338637,1.592537953,0,0.694070325,-0.001431939,0.828151196,-1.050840474,0.809833237,0.124598904
6428,L54353,L,300.1,310.1,1684,30.8,13,0,No Failure,3087,1845.152967,-0.798143633,1.486402087,0,-0.082192256,0.209932431,0.20238414,-0.762971863,0.243751057,-0.075388829
